date,136088194,136088202,136088394,136088802,136089546,136110468,136216674,136222202,136222210,136222234,136222250,136222882,136223186,136224578,136224586,136224978,136225010,136675426,136675626,136676578,136676650,136676666,136676682,136676698,136676714,136676754,136088194,136088202,136088394,136088802,136089546,136110468,136216674,136222202,136222210,136222234,136222250,136222882,136223186,136224578,136224586,136224978,136225010,136675426,136675626,136676578,136676650,136676666,136676682,136676698,136676714,136676754,136088194,136088202,136088394,136088802,136089546,136110468,136216674,136222202,136222210,136222234,136222250,136222882,136223186,136224578,136224586,136224978,136225010,136675426,136675626,136676578,136676650,136676666,136676682,136676698,136676714,136676754,136088194,136088202,136088394,136088802,136089546,136110468,136216674,136222202,136222210,136222234,136222250,136222882,136223186,136224578,136224586,136224978,136225010,136675426,136675626,136676578,136676650,136676666,136676682,136676698,136676714,136676754,136088194,136088202,136088394,136088802,136089546,136110468,136216674,136222202,136222210,136222234,136222250,136222882,136223186,136224578,136224586,136224978,136225010,136675426,136675626,136676578,136676650,136676666,136676682,136676698,136676714,136676754
2015/5/3,0,0,0,0,1,504,0,2,8,0,0,0,0,2,8,0,189,0,0,0,0,0,0,0,0,0,,,,,,85143,,,83458,,,,,,83458,,85428,,,,,,,,,,,,,,,57219,,,62482,,,,,,62482,,57300,,,,,,,,,,,,,,,62511.26786,,,72762.75,,,,,,72762.75,,69708.15873,,,,,,,,,,,,,,,2649.266694,,,8497.660027,,,,,,8497.660027,,9056.261199,,,,,,,,,
2015/5/4,0,0,0,0,0,2250,0,1,2,0,0,0,0,1,2,0,894,0,0,0,0,0,0,0,0,0,,,,,,78654,,,,,,,,,,,85968,,,,,,,,,,,,,,,13460,,,,,,,,,,,922,,,,,,,,,,,,,,,53031.17289,,,,,,,,,,,58346.87584,,,,,,,,,,,,,,,25382.1152,,,,,,,,,,,25402.08777,,,,,,,,,
2015/5/5,0,0,0,0,0,1700,0,2,5,0,0,0,0,2,5,0,2421,0,0,0,0,0,0,0,0,0,,,,,,78651,,,78637,,,,,,78637,,84193,,,,,,,,,,,,,,,9719,,,14846,,,,,,14846,,60,,,,,,,,,,,,,,,40999.58118,,,53638,,,,,,53638,,14103.92606,,,,,,,,,,,,,,,15378.36371,,,23582.19806,,,,,,23582.19806,,13609.7243,,,,,,,,,
2015/5/6,0,0,0,0,0,2261,0,10,7,0,1,0,0,12,7,0,364,0,0,0,0,0,0,0,0,0,,,,,,74104,,69169,74085,,,,,69169,74085,,83761,,,,,,,,,,,,,,,5719,,15554,5712,,,,,15554,5712,,479,,,,,,,,,,,,,,,44931.728,,60423.2,46783.57143,,,,,60727.75,46783.57143,,47695.11538,,,,,,,,,,,,,,,23820.594,,17054.40065,30959.47253,,,,,15442.67488,30959.47253,,26122.64041,,,,,,,,,
2015/5/7,0,0,0,0,0,2950,0,5,8,0,0,0,0,5,10,0,461,0,0,0,0,0,0,0,0,0,,,,,,67653,,67517,67649,,,,,67517,67649,,85082,,,,,,,,,,,,,,,2726,,19758,61585,,,,,19758,38575,,577,,,,,,,,,,,mean,,,,48090.75661,,55276,65373.125,,,,,55276,60013.6,,41987.86334,,,,,,,,,,,,,,,15053.40279,,19950.84725,2367.622463,,,,,19950.84725,11489.91895,,25499.20184,,,,,,,,,
2015/5/8,0,0,0,0,0,2810,0,7,1,0,0,0,0,7,1,0,1997,0,0,0,0,0,0,0,0,0,,,,,,73380,,71525,,,,,,71525,,,86332,,,,,,,,,,,,,,,8197,,12071,,,,,,12071,,,156,,,,,,,,,,,,,,,39735.57117,,50981.28571,,,,,,50981.28571,,,64636.62344,,,,,,,,,,,,,,,26335.43133,,26828.94761,,,,,,26828.94761,,,17494.62507,,,,,,,,,
2015/5/9,0,0,0,1,0,2023,0,3,1,0,0,0,0,4,1,0,7406,0,0,0,0,0,0,0,0,0,,,,,,85883,,,,,,,,,,,85896,,,,,,,,,,,,,,,15185,,,,,,,,,,,63,,,,,,,,,,,,,,,41383.41028,,,,,,,,,,,50294.22293,,,,,,,,,,,,,,,14315.03914,,,,,,,,,,,18652.71999,,,,,,,,,
2015/5/10,0,0,0,0,0,3226,0,6,5,0,0,0,0,8,5,0,123,0,0,0,0,0,0,0,0,0,,,,,,85657,,49091,75348,,,,,49091,75348,,85652,,,,,,,,,,,,,,,2083,,5596,22473,,,,,5596,22473,,2073,,,,,,,,,,,,,,,44527.30378,,37454.16667,47881.4,,,,,35483,47881.4,,39869.58537,,,,,,,,,,,,,,,26283.99387,,17180.97419,22595.49277,,,,,14972.26642,22595.49277,,24910.21829,,,,,,,,,
2015/5/11,0,0,0,0,0,1767,0,4,4,0,0,0,0,4,4,0,135,0,0,0,0,0,0,0,0,0,,,,,,86252,,,,,,,,,,,84868,,,,,,,,,,,,,,,552,,,,,,,,,,,1186,,,,,,,,,,,,,,,40557.52235,,,,,,,,,,,40368.57037,,,,,,,,,,,,,,,19602.34055,,,,,,,,,,,26273.12205,,,,,,,,,
